"zip_code","avg_income","density"
10022,65643.445730754,66.1251960228122
10034,44187.7078677774,2.13087678554399
10036,64654.4989777263,3.79703130694844
10039,63213.2254119204,835.79091947286
10044,62494.7986621948,73.1852410278417
10054,42112.8781138518,192.364758222568
10062,86774.9970770506,62.1311382798301
10066,73598.4518539374,6.65535970414857
10076,61283.9362200105,1353.0429532391
10081,84687.4552083794,388.263440794704
10111,43713.7433716725,161.919534687934
10113,53938.1119669685,1522.75131149099
10115,70420.2599620399,20.072120509894
10121,31076.4716350321,0.0751167700607278
10124,54266.5177254735,31.7454251952738
10129,70140.3379040475,387.347196674791
10131,34212.8400593158,1070.50497152578
10135,39517.7293967343,17.1580770290276
10138,85858.7364390837,208.751728346917
10139,80839.4629806249,445.814609607274
10141,62062.8503312095,862.802862958467
10142,50502.1986334797,115.713558700124
10153,51177.6869374084,894.751967586267
10205,60242.8172538231,719.732109518774
10210,48239.9951047324,508.18774745964
10214,49917.1849927847,41.6275122373712
10230,43232.4017778635,28.4659890310284
10242,91054.1475624684,307.784703545485
10252,47337.4750537114,409.198209176578
10254,61093.3566693574,287.777458454827
10280,64186.4296802979,21.734595475404
10295,31851.1587026876,1800.29297490908
10307,52659.5564777867,211.222314098001
10312,38659.0959641048,185.984406439965
10323,62202.3105206974,2.63463229654269
10328,33115.3808689891,4.17316734342079
10330,53746.4531599633,205.204306555
10334,55927.5181110582,520.24775857912
10354,60501.0938405033,22.8108651775592
10355,82525.6845230355,93.3222742144218
10374,49286.3029025345,1075.67772395929
10381,49296.7331593706,1049.00608874078
10389,40709.9445835901,56.1724940315214
10392,55757.9028634195,100.380264074204
10398,53695.4351280219,659.177735692065
10403,46221.7923563239,49.3381910902653
10406,60272.8224197863,172.795551431649
10410,69501.9470522717,1074.88964808588
10418,69917.3842099196,60.3294487594216
10427,70104.3882853376,219.046232634509
10428,56037.223321228,24.7656275146638
10449,58754.6971247139,472.517478409824
10453,57575.9193114682,7.823686550393
10468,56380.6535592061,197.927893362292
10479,71545.0841903772,310.402376289137
10506,47867.3118737339,616.092868839082
10513,74557.9001198926,447.882039006165
10514,68158.3996879288,214.817017023746
10517,56821.3857233491,153.342773401854
10525,74912.9215924051,1.9672174331172
10531,75740.8071886007,32.84182930682
10540,58492.4307238334,605.267904984865
10560,56399.2123673678,1181.18255835243
10565,61962.8984814984,2204.97943034826
10570,40320.0717831997,551.305301867144
10577,65666.3158023451,438.164497961503
10597,57597.5572422917,135.233488769261
10598,51520.1115090137,9.85849032744699
10623,81201.3107660421,175.101012427789
10630,59200.0721274788,165.405608051621
10632,70830.5561048354,226.475054701887
10633,36832.5829830047,108.81903652042
10635,56039.0326629392,1023.30972145441
10651,84854.4404519409,37.2515677526332
10654,55215.744339061,108.977467295804
10660,62268.4688763022,12.5853143591473
10668,27266.5886341411,7.36675417660927
10670,59207.6369290438,6.27399657304874
10676,70127.7270385712,4.95308529087946
10680,47914.1808083923,19.6161632366259
10682,72589.4378256058,1416.71924635511
10683,39672.4844006338,0.103202877412054
10693,64400.0269828002,1064.76183153377
10696,54608.259611445,66.8783165337849
10705,62629.2664980094,12.6651805182089
10706,47256.057183568,320.593301064529
10710,57019.4767728126,53.7708216840116
10718,46078.2007483984,532.278410487566
10719,54436.600299365,2.89698095968292
10720,47462.4583607685,41.292938599632
10723,105880.794590748,631.036856854436
10736,50590.6648189474,99.6309804256648
10741,58616.7092143934,97.1228405316623
10747,53463.8971840188,119.449158173591
10748,78358.0604303065,5.19646367040866
10761,90924.394368493,0.273700522255178
10770,62075.696623215,166.575601264447
10773,53695.3263075049,1675.1477895281
10784,77812.7556203178,270.111147411875
10805,40550.91086379,48.9477546700685
10808,56008.3552532287,26.6475768119155
10815,52607.5652604178,149.056095873465
10820,79531.4892656889,0.818431563836951
10833,37137.5683521521,106.469724623897
10836,72286.3708484151,347.667717862877
10837,43140.3425010407,193.498803624215
10844,44970.4876890763,130.361284758076
10867,79862.2334526959,621.29694624369
10868,40603.1039696371,2327.08957115346
10880,58982.3600775166,287.951747972176
10898,61674.8853993703,45.5730485923031
10899,37768.0825264278,470.016739735205
10905,52502.405101734,0.836710431346398
10933,77985.2867808158,98.479873457051
10947,53644.2346617983,379.450394518938
10948,63482.5034407477,46.5590055333988
10957,35620.6613000126,1512.02158089447
10961,68882.4821779721,805.737308688824
10983,68399.440348073,787.756262285687
10984,64813.5031825894,1199.9380796041
10991,43913.0998557929,0.490975776222425
10994,45297.4268053537,600.10455660013
11023,62423.8861211471,48.8588004920731
11025,29417.421694254,1522.94543896673
11029,86481.2638587518,1753.65585870467
11030,71310.1885757469,79.3820332105807
11038,51344.3883914554,363.161150778972
11040,57293.5700142794,222.670661187841
11071,49229.4420892213,3.78147925119989
11090,93483.383940025,662.523319543511
11091,43600.1774033609,1670.14008275709
11096,48232.5944238744,59.3708547670457
11098,30739.1754637545,203.987018596599
11111,64243.1368498251,5.37120282858051
11124,65692.3653266408,463.098954525733
11137,81452.5661996389,85.2827900050002
11163,89203.9491691829,550.734449454346
11167,50352.8473789895,997.678030479632
11171,32093.9725148854,62.198653553369
11173,64790.0299501312,36.9900528881782
11187,50411.3666355387,107.795202715788
11209,59964.7031771583,517.377321702754
11231,49177.589795067,206.164763724182
11262,82547.0673823792,1002.03918701378
11271,69057.3867510203,1575.63959557895
11274,78142.3260829221,62.1792407015184
11275,61291.5188280663,450.972424684234
11276,70114.9265780152,3.23066740952075
11284,89749.233458036,0.0241225859144298
11287,61998.2605402247,0.0422381008862487
