obsn_num,house_price,income,in_cali,earthquake
1,0.95652754,0.120594946,1,0
2,0.825386941,0.105356547,1,0
3,0.248920756,0.104444036,1,1
4,0.850637948,0.114335806,1,0
5,0.827542674,0.104901455,1,0
6,0.651825667,0.097592097,1,0
7,0.882104795,0.105778197,1,0
8,1.011304469,0.109334818,1,0
9,0.9259921,0.099384358,1,0
10,0.721460606,0.095168935,1,0
11,0.683260971,0.087457059,1,0
12,0.794327381,0.107355178,1,0
13,0.768381364,0.083011638,1,0
14,0.79478032,0.111125368,1,0
15,0.66793534,0.081885458,1,0
16,0.910891006,0.108657376,1,0
17,0.658556551,0.08213079,1,0
18,0.349650296,0.095935915,1,1
19,1.121699928,0.103714122,1,0
20,0.881143894,0.096228754,1,0
21,0.816476339,0.09650324,1,0
22,0.822853037,0.101471899,1,0
23,1.128482863,0.109984013,1,0
24,0.825405323,0.101389164,1,0
25,1.042441461,0.100794992,1,0
26,0.909977205,0.107397539,1,0
27,0.826730719,0.098232954,1,0
28,1.002667083,0.111517175,1,0
29,0.963729712,0.091446691,1,0
30,0.729903732,0.098177618,1,0
31,0.808647188,0.108583595,1,0
32,0.783361449,0.096127748,1,0
33,0.890398469,0.10418216,1,0
34,1.046886524,0.099309891,1,0
35,0.721096092,0.089586869,1,0
36,0.709080208,0.101087155,1,0
37,0.865147196,0.104473162,1,0
38,0.953555978,0.107139647,1,0
39,0.41816226,0.096556005,1,1
40,0.945946117,0.12210872,1,0
41,0.697781962,0.09821764,1,0
42,0.990878436,0.117868641,1,0
43,0.979983101,0.099340111,1,0
44,0.973691035,0.106608185,1,0
45,0.998798694,0.116071398,1,0
46,0.743849759,0.093896252,1,0
47,0.84012822,0.092090199,1,0
48,0.744327037,0.10314135,1,0
49,1.086961595,0.113117087,1,0
50,0.596996713,0.115603656,1,1
51,0.370326341,0.092957115,0,0
52,0.45043083,0.084695019,0,0
53,0.438671718,0.101841924,0,0
54,0.565229125,0.099428969,0,0
55,0.560656281,0.088289297,0,0
56,0.628714683,0.08868885,0,0
57,0.591896235,0.112290772,0,0
58,0.415295371,0.101702229,0,0
59,0.48891041,0.101650834,0,0
60,0.585634371,0.085300678,0,0
61,0.56446313,0.112528074,0,0
62,0.574107522,0.10922297,0,0
63,0.531600403,0.095558147,0,0
64,0.673123002,0.104718606,0,0
65,0.438679918,0.094242303,0,0
66,0.610548776,0.101949765,0,0
67,0.636036031,0.106815987,0,0
68,0.560692776,0.097129711,0,0
69,0.609036795,0.095277134,0,0
70,0.545454513,0.104876444,0,0
71,0.654088467,0.112578921,0,0
72,0.642447281,0.09106795,0,0
73,0.632332968,0.095405853,0,0
74,0.332948365,0.09315473,0,0
75,0.643121553,0.107009248,0,0
76,0.547580163,0.109405424,0,0
77,0.694786722,0.103971521,0,0
78,0.643520335,0.102354177,0,0
79,0.482714891,0.108340798,0,0
80,0.675603658,0.088018944,0,0
81,0.656103747,0.100366784,0,0
82,0.637649064,0.095364176,0,0
83,0.688139003,0.108830532,0,0
84,0.455127367,0.078931826,0,0
85,0.661067709,0.10590087,0,0
86,0.919560689,0.091448689,0,0
87,0.706284269,0.100952871,0,0
88,0.528285785,0.10357859,0,0
89,0.75859916,0.099131327,0,0
90,0.7504252,0.102682342,0,0
91,0.505701851,0.089256853,0,0
92,0.513505403,0.105220339,0,0
93,0.532399101,0.101259032,0,0
94,0.492575984,0.115471585,0,0
95,0.582171858,0.101792597,0,0
96,0.511755403,0.09864006,0,0
97,0.407611113,0.067690964,0,0
98,0.646317542,0.112647283,0,0
99,0.524598091,0.093792826,0,0
100,0.556757095,0.111165804,0,0
