obsn_num,house_price,income,in_cali,earthquake
1,0.840892779,0.099154434,1,0
2,0.821630609,0.109093899,1,0
3,0.79538859,0.103024288,1,0
4,0.936445513,0.094239363,1,0
5,0.97811242,0.091617129,1,0
6,0.989121333,0.106378933,1,0
7,1.077379987,0.11165414,1,0
8,1.008195189,0.099752609,1,0
9,1.008231244,0.121181807,1,0
10,0.934109835,0.098707847,1,0
11,0.991336122,0.111341345,1,0
12,0.706781606,0.090332524,1,0
13,0.943812757,0.100006366,1,0
14,0.88845217,0.096386211,1,0
15,0.815616784,0.090273847,1,0
16,0.333763468,0.115973785,1,1
17,0.840575867,0.10009465,1,0
18,0.854603252,0.111151577,1,0
19,0.848168872,0.110287403,1,0
20,0.872677581,0.10396863,1,0
21,0.653254223,0.086832215,1,0
22,0.729111503,0.102438473,1,0
23,0.811554924,0.079185945,1,0
24,0.959305749,0.106854593,1,0
25,0.741061772,0.115001718,1,0
26,0.868376392,0.12161914,1,0
27,0.899358918,0.099209099,1,0
28,0.787222651,0.092463978,1,0
29,0.250704593,0.082489258,1,1
30,0.763797392,0.107072596,1,0
31,0.413319512,0.099852741,1,1
32,0.402026365,0.122544758,1,1
33,0.959649083,0.105253847,1,0
34,0.727688892,0.094726486,1,0
35,0.311505267,0.08908373,1,1
36,0.861116983,0.098168364,1,0
37,0.986596929,0.086492897,1,0
38,0.834262313,0.104572832,1,0
39,0.899548305,0.100216612,1,0
40,0.969167136,0.107024511,1,0
41,0.929831121,0.102346359,1,0
42,0.716219226,0.09909357,1,0
43,0.719014341,0.094433836,1,0
44,0.906898176,0.098050792,1,0
45,1.079106466,0.117490988,1,0
46,0.755218962,0.093397824,1,0
47,0.862565861,0.102514292,1,0
48,0.913787848,0.112899638,1,0
49,0.830921398,0.117562457,1,0
50,0.803326493,0.100424571,1,0
51,0.491644043,0.088294976,0,0
52,0.640887734,0.101132191,0,0
53,0.480154952,0.097816908,0,0
54,0.589207156,0.09857669,0,0
55,0.594512555,0.089226886,0,0
56,0.553384332,0.086604439,0,0
57,0.719809312,0.114648682,0,0
58,0.471610208,0.100744291,0,0
59,0.803511587,0.09482665,0,0
60,0.576958784,0.106297262,0,0
61,0.600133169,0.10523647,0,0
62,0.542764582,0.10318154,0,0
63,0.517636343,0.081631233,0,0
64,0.529445702,0.087089199,0,0
65,0.569290092,0.10031912,0,0
66,0.511764845,0.09872223,0,0
67,0.500028443,0.106006322,0,0
68,0.559141737,0.092212791,0,0
69,0.648700081,0.100829381,0,0
70,0.796479726,0.099630286,0,0
71,0.573868059,0.094037594,0,0
72,0.856489081,0.104971044,0,0
73,0.651056513,0.097889702,0,0
74,0.743287484,0.102345641,0,0
75,0.711515653,0.09674535,0,0
76,0.461898105,0.094481874,0,0
77,0.736439388,0.108006089,0,0
78,0.553783328,0.080258338,0,0
79,0.688503841,0.11239611,0,0
80,0.688196931,0.094900779,0,0
81,0.617598232,0.112221496,0,0
82,0.639428582,0.117350762,0,0
83,0.84434865,0.12056564,0,0
84,0.6631819,0.090678428,0,0
85,0.496133219,0.07948382,0,0
86,0.497215104,0.096962472,0,0
87,0.517892928,0.097937201,0,0
88,0.631528187,0.092042675,0,0
89,0.622412849,0.09290846,0,0
90,0.634401296,0.091574367,0,0
91,0.631596815,0.112929719,0,0
92,0.72989046,0.108721108,0,0
93,0.459950987,0.108741261,0,0
94,0.69496703,0.098756671,0,0
95,0.657382462,0.108548788,0,0
96,0.536164217,0.089208302,0,0
97,0.554266385,0.09249124,0,0
98,0.49307629,0.09244161,0,0
99,0.566040627,0.098739582,0,0
100,0.691862161,0.095593607,0,0
